1,3920,3360,4220,3160
2,4220,3360,4520,3160
3,4520,3360,4820,3160
4,4820,3360,5120,3160
5,5120,3360,5420,3160
6,3920,3160,4220,2960
7,4220,3160,4520,2960
8,4520,3160,4820,2960
9,4820,3160,5120,2960
10,5120,3160,5420,2960
11,3920,2960,4220,2760
12,4220,2960,4520,2760
13,4520,2960,4820,2760
14,4820,2960,5120,2760
15,5120,2960,5420,2760
16,4520,2760,4820,2560
17,4820,2760,5120,2560
18,4220,2560,4520,2360
19,4520,2560,4820,2360
20,4820,2560,5120,2360
21,4220,2360,4520,2160
22,4520,2360,4820,2160
23,4820,2360,5120,2160
24,5120,2360,5420,2160
25,5420,2360,5720,2160
26,3620,2160,3920,1960
27,3920,2160,4220,1960
28,4220,2160,4520,1960
29,4520,2160,4820,1960
30,4820,2160,5120,1960
31,5120,2160,5420,1960
32,5420,2160,5720,1960
33,3620,1960,3920,1760
34,3920,1960,4220,1760
35,4220,1960,4520,1760
36,4520,1960,4820,1760
37,4820,1960,5120,1760
38,5120,1960,5420,1760
39,5420,1960,5720,1760
40,3620,1760,3920,1560
41,3920,1760,4220,1560
42,4220,1760,4520,1560
43,4520,1760,4820,1560
44,4820,1760,5120,1560
45,5120,1760,5420,1560
46,5420,1760,5720,1560
47,4520,1560,4820,1360
48,4820,1560,5120,1360
49,5120,1560,5420,1360
50,4820,1360,5120,1160
51,5120,1360,5420,1160
52,5120,1160,5420,960
