1,4220,3360,4340,3280
2,4340,3360,4460,3280
3,3980,3280,4100,3200
4,4100,3280,4220,3200
5,4220,3280,4340,3200
6,4340,3280,4460,3200
7,4820,3280,4940,3200
8,4940,3280,5060,3200
9,5060,3280,5180,3200
10,5180,3280,5300,3200
11,5300,3280,5420,3200
12,3980,3200,4100,3120
13,4100,3200,4220,3120
14,4220,3200,4340,3120
15,4340,3200,4460,3120
16,4460,3200,4580,3120
17,4580,3200,4700,3120
18,4700,3200,4820,3120
19,4820,3200,4940,3120
20,4940,3200,5060,3120
21,5060,3200,5180,3120
22,5180,3200,5300,3120
23,5300,3200,5420,3120
24,3980,3120,4100,3040
25,4100,3120,4220,3040
26,4220,3120,4340,3040
27,4340,3120,4460,3040
28,4460,3120,4580,3040
29,4580,3120,4700,3040
30,4700,3120,4820,3040
31,4820,3120,4940,3040
32,4940,3120,5060,3040
33,5060,3120,5180,3040
34,5180,3120,5300,3040
35,5300,3120,5420,3040
36,3980,3040,4100,2960
37,4100,3040,4220,2960
38,4220,3040,4340,2960
39,4340,3040,4460,2960
40,4460,3040,4580,2960
41,4580,3040,4700,2960
42,4700,3040,4820,2960
43,4820,3040,4940,2960
44,4940,3040,5060,2960
45,5060,3040,5180,2960
46,5180,3040,5300,2960
47,3980,2960,4100,2880
48,4100,2960,4220,2880
49,4220,2960,4340,2880
50,4340,2960,4460,2880
51,4460,2960,4580,2880
52,4580,2960,4700,2880
53,4700,2960,4820,2880
54,4820,2960,4940,2880
55,4940,2960,5060,2880
56,5060,2960,5180,2880
57,5180,2960,5300,2880
58,3980,2880,4100,2800
59,4100,2880,4220,2800
60,4220,2880,4340,2800
61,4340,2880,4460,2800
62,4460,2880,4580,2800
63,4580,2880,4700,2800
64,4700,2880,4820,2800
65,4820,2880,4940,2800
66,4940,2880,5060,2800
67,5060,2880,5180,2800
68,5180,2880,5300,2800
69,3980,2800,4100,2720
70,4100,2800,4220,2720
71,4220,2800,4340,2720
72,4460,2800,4580,2720
73,4580,2800,4700,2720
74,4700,2800,4820,2720
75,4820,2800,4940,2720
76,4940,2800,5060,2720
77,5060,2800,5180,2720
78,4460,2720,4580,2640
79,4580,2720,4700,2640
80,4700,2720,4820,2640
81,4820,2720,4940,2640
82,4940,2720,5060,2640
83,4460,2640,4580,2560
84,4580,2640,4700,2560
85,4700,2640,4820,2560
86,4820,2640,4940,2560
87,4940,2640,5060,2560
88,4460,2560,4580,2480
89,4580,2560,4700,2480
90,4700,2560,4820,2480
91,4820,2560,4940,2480
92,4940,2560,5060,2480
93,5060,2560,5180,2480
94,4460,2480,4580,2400
95,4580,2480,4700,2400
96,4700,2480,4820,2400
97,4820,2480,4940,2400
98,4940,2480,5060,2400
99,5060,2480,5180,2400
100,4340,2400,4460,2320
101,4460,2400,4580,2320
102,4580,2400,4700,2320
103,4700,2400,4820,2320
104,4820,2400,4940,2320
105,4940,2400,5060,2320
106,5060,2400,5180,2320
107,5180,2400,5300,2320
108,5300,2400,5420,2320
109,4220,2320,4340,2240
110,4340,2320,4460,2240
111,4460,2320,4580,2240
112,4580,2320,4700,2240
113,4700,2320,4820,2240
114,4820,2320,4940,2240
115,4940,2320,5060,2240
116,5060,2320,5180,2240
117,5180,2320,5300,2240
118,5300,2320,5420,2240
119,5420,2320,5540,2240
120,5540,2320,5660,2240
121,4220,2240,4340,2160
122,4340,2240,4460,2160
123,4460,2240,4580,2160
124,4580,2240,4700,2160
125,4700,2240,4820,2160
126,4820,2240,4940,2160
127,4940,2240,5060,2160
128,5060,2240,5180,2160
129,5180,2240,5300,2160
130,5300,2240,5420,2160
131,5420,2240,5540,2160
132,5540,2240,5660,2160
133,3620,2160,3740,2080
134,3740,2160,3860,2080
135,3860,2160,3980,2080
136,3980,2160,4100,2080
137,4100,2160,4220,2080
138,4220,2160,4340,2080
139,4340,2160,4460,2080
140,4460,2160,4580,2080
141,4580,2160,4700,2080
142,4700,2160,4820,2080
143,4820,2160,4940,2080
144,4940,2160,5060,2080
145,5060,2160,5180,2080
146,5180,2160,5300,2080
147,5300,2160,5420,2080
148,5420,2160,5540,2080
149,5540,2160,5660,2080
150,3620,2080,3740,2000
151,3740,2080,3860,2000
152,3860,2080,3980,2000
153,3980,2080,4100,2000
154,4100,2080,4220,2000
155,4220,2080,4340,2000
156,4340,2080,4460,2000
157,4460,2080,4580,2000
158,4580,2080,4700,2000
159,4700,2080,4820,2000
160,4820,2080,4940,2000
161,4940,2080,5060,2000
162,5060,2080,5180,2000
163,5180,2080,5300,2000
164,5300,2080,5420,2000
165,5420,2080,5540,2000
166,5540,2080,5660,2000
167,3620,2000,3740,1920
168,3740,2000,3860,1920
169,3860,2000,3980,1920
170,3980,2000,4100,1920
171,4100,2000,4220,1920
172,4220,2000,4340,1920
173,4340,2000,4460,1920
174,4460,2000,4580,1920
175,4580,2000,4700,1920
176,4700,2000,4820,1920
177,4820,2000,4940,1920
178,4940,2000,5060,1920
179,5060,2000,5180,1920
180,5180,2000,5300,1920
181,5300,2000,5420,1920
182,5420,2000,5540,1920
183,5540,2000,5660,1920
184,3620,1920,3740,1840
185,3740,1920,3860,1840
186,3860,1920,3980,1840
187,3980,1920,4100,1840
188,4100,1920,4220,1840
189,4220,1920,4340,1840
190,4340,1920,4460,1840
191,4460,1920,4580,1840
192,4580,1920,4700,1840
193,4700,1920,4820,1840
194,4820,1920,4940,1840
195,4940,1920,5060,1840
196,5060,1920,5180,1840
197,5180,1920,5300,1840
198,5300,1920,5420,1840
199,5420,1920,5540,1840
200,5540,1920,5660,1840
201,3620,1840,3740,1760
202,3740,1840,3860,1760
203,3860,1840,3980,1760
204,3980,1840,4100,1760
205,4100,1840,4220,1760
206,4220,1840,4340,1760
207,4340,1840,4460,1760
208,4460,1840,4580,1760
209,4580,1840,4700,1760
210,4700,1840,4820,1760
211,4820,1840,4940,1760
212,4940,1840,5060,1760
213,5060,1840,5180,1760
214,5180,1840,5300,1760
215,5300,1840,5420,1760
216,5420,1840,5540,1760
217,5540,1840,5660,1760
218,5660,1840,5780,1760
219,3620,1760,3740,1680
220,3740,1760,3860,1680
221,3860,1760,3980,1680
222,3980,1760,4100,1680
223,4100,1760,4220,1680
224,4220,1760,4340,1680
225,4340,1760,4460,1680
226,4460,1760,4580,1680
227,4580,1760,4700,1680
228,4700,1760,4820,1680
229,4820,1760,4940,1680
230,4940,1760,5060,1680
231,5060,1760,5180,1680
232,5180,1760,5300,1680
233,5300,1760,5420,1680
234,5420,1760,5540,1680
235,5540,1760,5660,1680
236,5660,1760,5780,1680
237,4340,1680,4460,1600
238,4460,1680,4580,1600
239,4580,1680,4700,1600
240,4700,1680,4820,1600
241,4820,1680,4940,1600
242,4940,1680,5060,1600
243,5060,1680,5180,1600
244,5180,1680,5300,1600
245,5300,1680,5420,1600
246,5420,1680,5540,1600
247,4460,1600,4580,1520
248,4580,1600,4700,1520
249,4700,1600,4820,1520
250,4820,1600,4940,1520
251,4940,1600,5060,1520
252,5060,1600,5180,1520
253,5180,1600,5300,1520
254,5300,1600,5420,1520
255,4700,1520,4820,1440
256,4820,1520,4940,1440
257,4940,1520,5060,1440
258,5060,1520,5180,1440
259,5180,1520,5300,1440
260,5300,1520,5420,1440
261,4820,1440,4940,1360
262,4940,1440,5060,1360
263,5060,1440,5180,1360
264,5180,1440,5300,1360
265,5300,1440,5420,1360
266,4940,1360,5060,1280
267,5060,1360,5180,1280
268,5180,1360,5300,1280
269,5300,1360,5420,1280
270,5180,1280,5300,1200
271,5300,1280,5420,1200
272,5180,1200,5300,1120
273,5300,1200,5420,1120
274,5300,1120,5420,1040
